X_Fe	X_Si	X_Ni	X_V	X_FeO	X_SiO2	X_NiO	X_Mg	X_V2O3	g (m/s)	P (GPa)	T (K)	Planet radius (km)	Impactor size (km)	Magma ocean depth (km)	ln(fO2)_IW
0.7894808492506107	0.06655174407962403	0.14394742133749958	1.9985332265740928e-05	0.06657681553851906	0.40227163123374915	0.002188488852670791	0.5289459990177358	6.826142930111998e-05	0.022502664577386998	0.004326751618058393	1854.1741258047691	119652.62537236486	23930.52507447297	64285.018657588174	-4.946038349382352
0.7887272959725186	0.06724895297747932	0.14400356751281987	2.0183537182272205e-05	0.06667029928483317	0.4021176106189902	0.002188566285899209	0.5290064884171871	6.814157236123857e-05	0.022594451773360492	0.004357454261425366	1854.177203199417	119980.97640090605	23996.195280181208	64477.86473877377	-4.9413221259045965
0.7879816944694503	0.06793944365384078	0.14405848240321953	2.037947348935934e-05	0.06676244466557381	0.4019653829564042	0.0021886199703567643	0.5290665465945423	6.802325249138976e-05	0.022686625192135643	0.004388355451553338	1854.1803004499232	120310.17938406604	24062.035876813206	64670.974369541625	-4.936668284757488
0.7872439747932756	0.06862327746582245	0.14411217457557082	2.0573165331196112e-05	0.06685327959883852	0.40181491999447233	0.0021886508605845926	0.5291261729340758	6.79064481149885e-05	0.022779186298257346	0.004419456519760843	1854.183417688857	120640.23672638052	24128.047345276103	64864.349873996245	-4.932075690102559
0.7865140675147404	0.06930051509427558	0.14416465275439583	2.0764636588148595e-05	0.06694283140321493	0.4016661940451216	0.002188659836908677	0.5291853669302491	6.779113802256041e-05	0.022872136562690232	0.004450758805104484	1854.18655504955	120971.15083225459	24194.230166450918	65057.99355786026	-4.927543232090423
0.7857919037375695	0.0699712165562648	0.14421592579528453	2.0953910881177465e-05	0.06703112680769917	0.4015191779697983	0.0021886477134190905	0.5292441281837424	6.767730136344975e-05	0.02296547746282923	0.004482263654489787	1854.1897126661067	121302.92410628252	24260.584821256503	65251.90770898517	-4.9230698262688435
0.7850774151022685	0.07063544122619807	0.144266002659957	2.1141011576481472e-05	0.06711819196569821	0.40137384516272107	0.0021886152457732235	0.5293024563963982	6.756491763751504e-05	0.023059210482510813	0.004513972422740577	1854.1928906734113	121635.55895340179	24327.11179068036	65446.09459818015	-4.918654412858253
0.7843705337961204	0.0712932478459053	0.14431489239618456	2.1325961789716314e-05	0.06720405246496843	0.40123016953838325	0.002188563137230503	0.529360351367746	6.745396668729412e-05	0.023153337112024688	0.0045458864726913685	1854.1960892071374	121969.05777913072	24393.81155582614	65640.55647962878	-4.914295956179507
0.7836711925552509	0.07194469454144349	0.14436260411891547	2.1508784390189484e-05	0.0672887333406508	0.4010881255169078	0.0021884920445728083	0.529417812990696	6.734442869029347e-05	0.023247858848125972	0.0045780071752525514	1854.1993084037535	122303.4229896974	24460.68459793948	65835.29559155353	-4.909993443983336
0.7829793246704526	0.07258983883267171	0.14440914699487115	2.168950200448431e-05	0.06737225908564036	0.400947688012249	0.0021884025827863963	0.5294748412482861	6.723628415178665e-05	0.02334277719404773	0.00461033590949372	1854.2025484005314	122638.65699223377	24527.731398446755	66030.31415660857	-4.905745886882498
0.7822948639876613	0.07322873764709718	0.14445453022822083	2.186813702054271e-05	0.06745465366290906	0.40080883241911086	0.0021882953295826904	0.5295314362099229	6.712951389747933e-05	0.02343809365951394	0.004642874062709162	1854.2058093355536	122974.76219489779	24594.95243897956	66225.61438243021	-4.901552317725154
0.781617744904186	0.0738614473367622	0.14449876304746173	2.2044711590013108e-05	0.06753594051924325	0.4006715345990248	0.002188170829679794	0.5295875980272853	6.702409906724592e-05	0.02353380976075275	0.004675623030495252	1854.2090913477189	123311.74100703717	24662.348201407432	66421.1984623005	-4.897411790928108
0.7809479023787446	0.07448802367665644	0.14454185469696587	2.221924763311046e-05	0.06761614259156955	0.4005357708732444	0.0021880295971238423	0.5296433269327854	6.692002110773825e-05	0.02362992702051017	0.004708584216836949	1854.2123945767526	123649.59583938221	24729.91916787644	66617.06857511576	-4.8933233820769315
0.7802852719182122	0.07510852188997522	0.14458381442497237	2.2391766840288032e-05	0.0676952823242546	0.40040151800628904	0.0021878721195401564	0.5296986232344745	6.681726176670755e-05	0.023726446968064186	0.004741759034146137	1854.2157191632095	123988.3291040565	24797.6658208113	66813.2268863619	-4.8892861871526
0.779629789582566	0.07572299664971459	0.14462465147704326	2.2562290676138506e-05	0.06777338167686181	0.40026875319814026	0.0021876988600227298	0.5297534873142036	6.671580308637542e-05	0.02382337113923895	0.004775148903371933	1854.2190652484844	124327.94321485091	24865.588642970182	67009.6755481996	-4.885299322098355
