X_Fe	X_Si	X_Ni	X_V	X_FeO	X_SiO2	X_NiO	X_Mg	X_V2O3	g (m/s)	P (GPa)	T (K)	Planet radius (km)	Impactor size (km)	Magma ocean depth (km)	ln(fO2)_IW	FeO wt\% in impactor
0.8554533603707023	0.0016294224219956742	0.14291653649484548	6.807124564911364e-07	0.05676369005743199	0.41865396139696537	0.0002950067426846786	0.5242575223995768	0.0001192776133652683	0.017300227721092628	0.002694943716631174	1874.149368093455	100000.0	20000.0	52121.076688516434	-5.425469425384521	6.2172
0.8544903567757777	0.0032186514319759345	0.14228964094710175	1.350845144590233e-06	0.05742621374490595	0.4179851761843259	0.0005484917143750516	0.5240104124088864	0.00011882379002701853	0.017369705990339445	0.0027159833339383964	1874.150534121363	100282.06532530868	20056.413065061737	52313.29989245561	-5.4000086654796355	6.2172
0.8534838457109771	0.0047475904277937174	0.14176656308669064	2.000774538537743e-06	0.05808477464292055	0.41734435073262244	0.0007676445845365275	0.5237736335789505	0.00011838584387997528	0.017439496842700797	0.002736952884917218	1874.1516962646213	100563.75756823798	20112.751513647596	52504.00408407938	-5.374846079535435	6.2172
0.8524434033467447	0.006222716858851184	0.14133124749928194	2.6322951222216055e-06	0.058738226969694066	0.4167284713418612	0.0009577387904620433	0.5235460723224429	0.00011796230215928702	0.017509599112453533	0.0027579721899325593	1874.1528611637384	100845.71799285522	20169.143598571045	52693.41833104183	-5.350032153959691	6.2172
0.8513769908760703	0.007649396342524432	0.1409703658563107	3.2469250945737814e-06	0.05938562886360731	0.4161350405412035	0.0011231368093982922	0.5233268058049728	0.00011755192327206943	0.01758001297291412	0.002779052933540718	1874.154029466265	101128.0103323208	20225.602066464162	52881.73208558937	-5.3256055384189045	6.2172
0.8502912465559561	0.009032114529616022	0.1406727929570131	3.845957414792633e-06	0.06002621228206992	0.41556196857662914	0.0012674688801463131	0.523115061848084	0.0001171536522827945	0.017650738730652607	0.0028002049100013214	1874.1552017149884	101410.68740534005	20282.13748106801	53069.103444653236	-5.301595191226478	6.2172
0.8491917201931681	0.010374652902618332	0.14042919640358772	4.4305006258712185e-06	0.06065935631578164	0.4150074913691997	0.0013937720548560727	0.5229101886136704	0.00011676658596884745	0.017721776802971448	0.0028214364191398436	1874.1563783698703	101693.79341543934	20338.758683087868	53255.665415690135	-5.278022177594273	6.2172
0.8480830614421849	0.011680224359593339	0.1402317126868832	5.001511338518035e-06	0.06128456441673981	0.41447010743411966	0.0015045993680700578	0.5227116312947345	0.00011638994534348142	0.017793127700108356	0.002842754566486856	1874.1575598246827	101977.36569083473	20395.473138166948	53441.53074954343	-5.254901147086325	6.2172
0.846969171928443	0.012951578818109927	0.1400736894331934	5.5598202536388596e-06	0.061901445068480776	0.4139485288810825	0.0016021062775641083	0.5225189140094044	0.00011602305387267963	0.017864792011017646	0.0028641654947729922	1874.1587464198362	102261.43602317815	20452.287204635628	53626.79570512272	-5.232241545166434	6.2172
0.8458533288338194	0.014191086317104716	0.13994947869595306	6.106153122909808e-06	0.06250969545373043	0.4134416429525178	0.0016881196748646647	0.5223316255888667	0.00011566532008183983	0.017936770391908	0.002885674564249633	1874.1599384523754	102546.03170800924	20509.206341601846	53811.543012219736	-5.210048604864068	6.2172
0.8447382859192983	0.015400802973574379	0.13985426995938144	6.641147745836798e-06	0.06310908765059768	0.412948481565626	0.0017641934050757512	0.5221494083228101	0.00011531622356148111	0.018009063556924908	0.002907286494609791	1874.1611361838427	102831.17636177878	20566.235272355756	53995.84422343662	-5.188324159163217	6.2172
0.8436263565726899	0.016582523773400915	0.13978395428607363	7.165367835517519e-06	0.06369945696316012	0.41246819698409387	0.0018316532569668683	0.5219719489698716	0.00011497530362934345	0.01808167227051889	0.002929005477654514	1874.1623398465242	103116.89056902744	20623.378113805487	54179.76159699993	-5.167067306919445	6.2172
0.842519482429647	0.01773782517553016	0.13973501308043243	7.679314390443392e-06	0.06428069205661784	0.41200004222184183	0.0018916336673928868	0.5217989715166259	0.00011464215008636549	0.018154597341150647	0.0029508352674992126	1874.1635496484473	103403.19239940794	20680.63847988159	54363.34961656177	-5.1462749588223975	6.2172
0.8414192903848389	0.018868099714916695	0.139704426465166	8.183435078350076e-06	0.06485272659231905	0.411543355153112	0.0019451078495481863	0.5216302313061132	0.0001143163956303716	0.018227839616065215	0.002972779253408305	1874.1647657774188	103690.09782418859	20738.01956483772	54546.656225918094	-5.125942285895672	6.2172
0.8403271401580406	0.019974584319018125	0.13968959739092915	8.678132012127708e-06	0.06541553213571681	0.41109754552956956	0.0019929126667711412	0.5214655102405431	0.00011399770959772236	0.018301399976928354	0.0029948405189836086	1874.1659884043045	103977.62105397471	20795.52421079494	54729.723839672726	-5.106063087787503	6.2172
0.8392441641659163	0.021058383605023476	0.13968828846082998	9.163768230294622e-06	0.06596911212560928	0.4106620843123963	0.00203576927439147	0.5213046128394107	0.00011368579276961307	0.01837527933616269	0.003017021890635086	1874.1672176857153	104265.77481462872	20853.154962925742	54912.59017503079	-5.086630095643066	6.2172
0.838171301071507	0.02212048916182141	0.13969856909355205	9.640673119659333e-06	0.06651349674088576	0.4102364948528513	0.0020743003323596965	0.5211473629806429	0.00011338037304140361	0.01844947863385627	0.003039325977491809	1874.1684537662202	104554.57057394512	20910.914114789026	55095.28894046709	-5.0676352211338	6.2172
0.8371093241194348	0.023161795587909505	0.13971877114568174	1.0109146973828294e-05	0.06704873852318154	0.409820345563034	0.0021090444209474965	0.5209936011923886	0.00011308120179348495	0.018523998835141768	0.003061755204465035	1874.1696967801772	104844.01872899267	20968.803745798534	55277.850408747574	-5.049069761244153	6.2172
0.8360588651269109	0.024183113918356227	0.1397474514899	1.0569464833054321e-05	0.06757490865008188	0.4094132437851171	0.0021404681644375113	0.5208431823876535	0.00011278805084014048	0.018598840927965148	0.0030843118397764478	1874.1709468532608	105134.12876173195	21026.82575234639	55460.3018968113	-5.030924566211114	6.2172
0.835020434889716	0.02518518287653674	0.13978336035400396	1.1021879743331989e-05	0.06809209374064326	0.40901483065473887	0.002168976460868394	0.5206959739662876	0.00011250070984732339	0.018674005921178162	0.003106998018034148	1874.1722041037385	105424.90936912523	21084.981873825047	55642.66816811196	-5.013190177691056	6.2172
0.8339944405562351	0.02616867837773175	0.13982541444051247	1.1466625520764179e-05	0.06860039313149262	0.40862477676412695	0.002194921145864377	0.5205518542124798	0.00011221898414426798	0.018749494842901844	0.003129815759589941	1874.1734686435466	105716.36857204947	21143.273714409894	55824.971772554825	-4.995856941683233	6.2172
0.8329812004712449	0.027134221568397777	0.1398726740412472	1.190391911010671e-05	0.0690999165442105	0.4082427784927974	0.0022186083508503535	0.5204107109389272	0.00011194269285883669	0.01882530873911716	0.0031527669869125356	1874.1747405791943	106008.5138071758	21201.70276143516	56007.233334179866	-4.978915100862427	6.2172
