X_Fe	X_Si	X_Ni	X_V	X_FeO	X_SiO2	X_NiO	X_Mg	X_V2O3	g (m/s)	P (GPa)	T (K)	Planet radius (km)	Impactor size (km)	Magma ocean depth (km)	ln(fO2)_IW	FeO wt\% in impactor
0.8519969294571973	0.006444903673775363	0.1415552599267129	2.9069423144932112e-06	0.05892213404358667	0.41663591946545175	0.0009006132410247644	0.5235118851487796	0.00011779240462864331	0.017300227721092628	0.002694943716631174	1854.0105019734674	100000.0	33333.333333333336	52779.177420605476	-5.342732225239131	6.2172
0.847324542421039	0.012127923698263028	0.14054200839229047	5.525488407487859e-06	0.06160953959347457	0.41428626187312084	0.0014314612216301875	0.5226437202415429	0.00011606828092586844	0.01761961181798477	0.002789845854670846	1854.0200214006954	101280.88004076038	33760.29334692013	53615.965754665405	-5.24253413229908	6.2172
0.842634255800928	0.017230611388714356	0.1401272225601677	7.91025018998016e-06	0.0641339446340337	0.4122054321176084	0.001757107607838401	0.5218748851916345	0.00011452179554021003	0.017945477683944312	0.002886492350860411	1854.029715362898	102571.29345900383	34190.43115300128	54444.68479601654	-5.151118444727235	6.2172
0.8380728148123188	0.021873160999978332	0.14004392229048546	1.0101897217594584e-05	0.06648778971950085	0.41033552727009237	0.0019644183010719637	0.5211839848735713	0.00011311934305424677	0.01827788010379471	0.002985400262971455	1854.0396356952158	103873.85132703852	34624.61710901284	55269.45296177814	-5.068173340658338	6.2172
0.8337122477190072	0.026132381333342083	0.14014324324084163	1.2127706809140024e-05	0.06867386946633651	0.4086391879748254	0.00210176788129282	0.5205572150932405	0.00011183833721894464	0.018616899318987485	0.003086837523614815	1854.0498092373523	105189.77370153993	35063.25790051331	56092.860499218674	-4.993039092692665	6.2172
0.8295843011860663	0.030061244576061758	0.14034044691631076	1.4007321561153164e-05	0.0707000887464945	0.40709042603202716	0.0021968462728104827	0.5199849733245976	0.00011066249628096071	0.018962627711998206	0.003191004092843201	1854.0602560062948	106519.87754909736	35506.62584969912	56916.6636590692	-4.9249558104533335	6.2172
0.8256987523067014	0.03369875075161131	0.14058674117018433	1.5755771502890572e-05	0.0725766128024766	0.4056700084619279	0.0022658307864959417	0.5194601531006294	0.00010957939388025142	0.019315165965210643	0.0032980644142829845	1854.0709924524526	107864.76300405184	35954.921001350616	57742.13534236035	-4.8631745362450625	6.2172
0.8220534662529934	0.037075218164691726	0.14085393044164068	1.7385140674269875e-05	0.07431432411086113	0.4043629758094201	0.0023183282834657332	0.5189772270187937	0.00010857910983721977	0.019674620993682966	0.0034081638846806587	1854.082033111823	109224.90673814196	36408.30224604732	58570.25330142553	-4.807003432813887	6.2172
0.8186400313407898	0.040215264844216586	0.14112579828886615	1.890552612772383e-05	0.07592400374317787	0.4031572320127393	0.0023601251878289688	0.5185317256943446	0.00010765344763701037	0.020041104771535492	0.003521437748727725	1854.0933914981638	110600.7117453081	36866.9039151027	59401.80616799317	-4.7558231516161635	6.2172
0.8154469470029292	0.04313956328646463	0.14139316409869296	2.0325611913221966e-05	0.07741591795931062	0.40204270250100477	0.00239475399877746	0.5181199266763094	0.00010679545839169511	0.02041473363710809	0.0036380161514481153	1854.1050806096414	111992.53523021637	37330.84507673879	60237.455712252806	-4.709087892629059	6.2172
0.8124614279700285	0.045865916225897904	0.1416510027778396	2.1653026233957756e-05	0.07879963123915744	0.40101080758983504	0.00242440151960419	0.5177386598670113	0.00010599913756821685	0.020795627867563792	0.0037580271380425923	1854.1171132295358	113400.70490393123	37800.23496797708	61077.774810913004	-4.666320245325169	6.2172
0.8096704149682737	0.04840994332102726	0.14189674713798006	2.2894572718937706e-05	0.08008394428755723	0.4000541179473147	0.002450442742426332	0.5173851802169845	0.00010525922286867114	0.02118391141165096	0.003881598512445443	1854.1295021124215	114825.52887926764	38275.176293089215	61923.27146392445	-4.627103763254357	6.2172
0.8070611269313547	0.050785537722208104	0.1421292789599483	2.405638648888845e-05	0.08127689907526363	0.3991661191939479	0.002473758222344115	0.517057080745061	0.00010457105353381932	0.02157971171894894	0.00400885904065712	1854.1422601046006	116267.3019065252	38755.76730217507	62774.40454989346	-4.591075158655202	6.2172
0.8046213478356596	0.05300518222763948	0.14234832589271557	2.5144043985273176e-05	0.08238581782809902	0.3983410443793086	0.002494924536557477	0.5167522306389531	0.00010393046832750953	0.021983159630218765	0.004139939267736717	1854.1554002257521	117726.30945032212	39242.103150107374	63631.59454303706	-4.557916966064894	6.2172
