X_Fe	X_Si	X_Ni	X_V	X_FeO	X_SiO2	X_NiO	X_V2O3	g (m/s)	P (GPa)	T (K)	Planet radius (km)	Impactor size (km)	Magma ocean depth (km)	ln(fO2)_IW
0.8435758468853686	0.014873219354736043	0.1415462233024879	4.710457407551022e-06	0.06335774240405982	0.41315384926214	0.0012527099210557057	7.827473403660655e-05	0.018154234921071228	0.00015432968680947714	1853.7554999651104	103376.69324978655	20675.33864995731	54266.77247121852	-5.177705403137689
0.8426399892763072	0.01588232662366213	0.14147265011311141	5.033986919176008e-06	0.06385998475745315	0.41274212143327577	0.0013153367722181595	7.806540839867189e-05	0.0182274224505135	0.00015537990767950754	1853.755605439239	103662.26937662966	20732.453875325933	54446.01785148775	-5.159693718404594
0.8417122366821875	0.016874618902024435	0.14140779185430444	5.35256148368317e-06	0.06435462269320943	0.4123383715674991	0.0013745478423482665	7.785985743171501e-05	0.01830092537365341	0.00015643727785515516	1853.755711631322	103948.52051574392	20789.704103148782	54625.23067806243	-5.142058851964157
0.8407927705759859	0.01785050722601712	0.14135105591473557	5.666283261447737e-06	0.06484177481228681	0.4119423667840159	0.0014305526166013473	7.765798403246271e-05	0.018374744726730594	0.0001575018493179931	1853.7558185465798	104235.45234976774	20847.09046995355	54804.42606413079	-5.124790305164976
0.8398817510032625	0.018810385956841518	0.14130188778884117	5.975251054781901e-06	0.06532155774781381	0.4115538849803135	0.00148354689123952	7.745969498716429e-05	0.01844888155872704	0.00015857367419208247	1853.7559261902454	104523.07035786787	20904.614071573575	54983.61839350699	-5.107877987098368
0.8389793181185276	0.019754633737883887	0.14125976858312897	6.279560459522888e-06	0.06579408625017978	0.41117271414256457	0.0015337137210383537	7.726490075508491e-05	0.018523336930960504	0.0001596528047602954	1853.7560345675688	104811.37983050446	20962.275966100893	55162.82137094668	-5.091312191709875
0.8380855936339762	0.020683614370105206	0.14122421269190671	6.579304011870627e-06	0.06625947325194928	0.4107986517159177	0.0015812242961459352	7.707351526549668e-05	0.01859811191670763	0.0001607392934799115	1853.7561436838173	105100.38588326222	21020.077176652445	55342.048067940435	-5.075083577029298
0.8372006821580784	0.021597677640937517	0.14119476562965683	6.874571327170579e-06	0.06671782992964957	0.41043150401776285	0.001626238755371519	7.688545572855414e-05	0.018673207600854964	0.00016183319299689465	1853.756253544277	105390.09346941332	21078.018693882663	55521.31096535161	-5.059183145788361
0.836324672449079	0.02249716009192717	0.14117100200976118	7.165449232605629e-06	0.06716926575422238	0.41007108569758066	0.0016689069399516588	7.670064245840696e-05	0.01874862507957534	0.00016293455615940103	1853.7563641542538	105680.50739159016	21136.101478318033	55700.62199255524	-5.043602227603601
0.8354576385768155	0.0233823857423748	0.141152523658917	7.452021892628803e-06	0.06761388853798633	0.40971721923432003	0.0017093690930495564	7.651899870820763e-05	0.018824365460027883	0.00016404343603031196	1853.756475519076	105971.63231247943	21194.326462495887	55879.99256380349	-5.02833246235036
0.8345996410057667	0.02425366676525984	0.14113895785804534	7.734370928157363e-06	0.06805180447544393	0.4093697344709086	0.0017477565088259317	7.63404505158573e-05	0.018900429860079657	0.0001651598858990683	1853.7565876440945	106263.47276473897	21252.694552947793	56059.43361181784	-5.013365784732642
0.8337507276123349	0.02511130411094997	0.14112995570118386	8.012575531329282e-06	0.06848311817494605	0.4090284681859566	0.0017841921345556429	7.616492655894849e-05	0.01897681940804746	0.0001662839592927721	1853.7567005346837	106556.03316014122	21311.206632028243	56238.955618566484	-4.998694410068611
0.8329109346141067	0.0259555881102212	0.14112519056310086	8.286712571263425e-06	0.06890793269603973	0.40869326368856074	0.0018187911307749438	7.599235802048178e-05	0.01905353524245815	0.00016741570998649776	1853.7568141962424	106849.31779793525	21369.86355958705	56418.568644405364	-4.98431082071432
0.8320802874528898	0.026786799020858298	0.14112435666955486	8.556856696998524e-06	0.06932634957405764	0.40836397044905925	0.0018516613907615974	7.58226784619349e-05	0.019130578511826028	0.00016855519201328464	1853.7569286341964	107143.33087275016	21428.66617455003	56598.28235445403	-4.9702077536904685
0.8312588016118334	0.027605207545602146	0.14112716776212963	8.823080434975822e-06	0.06973846884495737	0.40804044375341403	0.0018829040236333545	7.565582370430723e-05	0.01920795037444628	0.00016970245967331285	1853.7570438539983	107438.07648173597	21487.615296347194	56778.10604323557	-4.956378189008107
0.8304464833766821	0.02841107531768356	0.1411333558513537	9.085454280693541e-06	0.07014438906781888	0.40772254438160405	0.001912613803502116	7.549173171703989e-05	0.019285651998203035	0.0001708575675426565	1853.7571598611266	107733.5586312233	21546.711726244663	56958.04865752704	-4.942815338729783
0.8296433305391073	0.029204655362327196	0.1411426700517807	9.344046784979183e-06	0.07054420734840391	0.40741013830571277	0.0019408795875289577	7.533034251407233e-05	0.01936368456039099	0.00017202057048158084	1853.7572766610906	108029.78124288902	21605.956248577804	57138.11881777559	-4.929512636605221
0.8288493330595087	0.029986192521870163	0.14115487549398423	9.598924637015225e-06	0.07093801935706355	0.40710309641166686	0.0019677847044776583	7.517159805569419e-05	0.019442049247549685	0.00017319152364250878	1853.7573942594277	108326.74815952605	21665.34963190521	57318.32483771462	-4.916463728461856
0.8280644736833909	0.03075592385606053	0.14116975230780593	9.8501527427295e-06	0.07132591934602495	0.4068012942392169	0.001993407316415134	7.501544215651873e-05	0.019520747255309556	0.0001743704824774857	1853.7575126617055	108624.46315031948	21724.892630063896	57498.674742630705	-4.903662463141025
0.8272887285156983	0.03151407901795721	0.14118709467204485	1.009779429951647e-05	0.07170800016564209	0.4065046117392488	0.002017820755467962	7.486182039875963e-05	0.019599779788248884	0.00017555750274530392	1853.7576318735228	108922.92991575244	21784.585983150486	57679.17628634365	-4.891102883957604
0.8265220675476813	0.03226088061574521	0.14120670992570833	1.0341910865168882e-05	0.07208435328401527	0.4062129330437201	0.0020410938378969093	7.471068005163772e-05	0.019679148059760763	0.00017675264051830947	1853.757751900509	109222.15209215919	21844.43041843184	57859.836967302166	-4.878779220506448
0.8257644551656003	0.0329965445341566	0.14122841773781705	1.0582562426202614e-05	0.07245506879667583	0.4059261462578881	0.0020632911557522016	7.456196999413268e-05	0.01975885329192948	0.0001779559521890457	1853.7578727483265	109522.13325603584	21904.42665120717	58040.664042920194	-4.866685881219969
0.8250158506023065	0.0337212802602747	0.1412520493299594	1.0819807459366486e-05	0.07282023544747446	0.4056441432567707	0.0020844733498834134	7.441564064376545e-05	0.019838896715415767	0.00017916749447633175	1853.7579944226702	109822.87692787268	21964.575385574535	58221.664543743405	-4.854817445957991
0.8242762083781023	0.034435291168882665	0.14127744675002177	1.105370299308632e-05	0.07317994063848632	0.4053668195028449	0.0021046973633638733	7.427164388804653e-05	0.019919279569349975	0.00018038732443146672	1853.7581169292685	110124.38657593801	22024.8773151876	58402.84528591993	-4.84316865932789
0.8235454787011371	0.035138774801995475	0.14130446219220355	1.1284304663956319e-05	0.07353427044518161	0.40509407387099916	0.002124016678378309	7.412993302070667e-05	0.02000000310123305	0.00018161549944387223	1853.7582402738826	110426.66561960279	22085.333123920558	58584.212883206535	-4.831734424181407
0.8228236078416011	0.03583192313084528	0.14133295736078313	1.151166677054817e-05	0.07388330963073053	0.40482580848490873	0.002142481537125121	7.39904626814423e-05	0.02008106856684443	0.00018285207724669328	1853.7583644623103	110729.71743253796	22145.943486507593	58765.77375812936	-4.820509795466604
0.8221105384767836	0.03651492280639395	0.1413628028744987	1.1735842323740182e-05	0.07422714166191915	0.40456192856210255	0.0021601391481181134	7.385318879941006e-05	0.02016247723015654	0.0001840971159222026	1853.7584895003827	111033.54534568293	22206.709069136585	58947.53415253442	-4.809489974335276
0.8214062100280584	0.03718795537912872	0.1413938777097152	1.195688309760321e-05	0.07456584871706591	0.40430234227480283	0.0021770338779053683	7.371806853831592e-05	0.020244230363255504	0.000185350673907073	1853.7586153939667	111338.15265004867	22267.630530009734	59129.500136872244	-4.798670302792944
0.8207105589511496	0.03785119753122165	0.14142606867795562	1.2174839673065352e-05	0.07489951170614312	0.4040469606095747	0.0021932074313271597	7.358506024681778e-05	0.020326329246267618	0.0001866128099972473	1853.7587421489661	111643.54259917936	22328.708519835873	59311.67761974716	-4.788046258229627
0.8200235190261341	0.03850482127476835	0.1414592699376143	1.238976148310771e-05	0.07522821028061594	0.4037956972433879	0.002208699018783317	7.345412340979885e-05	0.020408775167291032	0.0001878835833530422	1853.7588697713209	111949.71841168453	22389.943682336907	59494.07235612335	-4.777613448532489
0.819345021619519	0.039148994147393555	0.1414933825362329	1.2601696854382595e-05	0.07555202284759385	0.40354846842373326	0.0022235455129146144	7.332521860289218e-05	0.020491569422332667	0.00018916305350380239	1853.7589982670074	112256.68327340999	22451.336654681996	59676.68995530056	-4.7673676072996045
0.8186749959261673	0.03978387939914043	0.1415283139816463	1.2810693045990577e-05	0.07587102658504483	0.4033051928549232	0.0022377815951033896	7.319830744983816e-05	0.020574713315249692	0.00019045128035255333	1853.7591276420403	112564.44033954646	22512.88806790929	59859.53588846056	-4.757304589245636
0.8180133691996752	0.04040963616358592	0.14156397784045105	1.3016796287916553e-05	0.07618529745441424	0.40306579159306216	0.0022514398921101276	7.307335258126869e-05	0.020658208157695448	0.00019174832418059423	1853.7592579024722	112872.99273662292	22574.598547324586	60042.61549554703	-4.747420365901127
0.81736006696037	0.04102641962636153	0.14160029336145274	1.3220051815813666e-05	0.07649491021660244	0.40283018794443287	0.002264551104145064	7.295031759655281e-05	0.020742055269069495	0.00019305424565188467	1853.7593890543935	113182.34356432121	22636.468712864244	60225.93399195535	-4.737711021406295
0.8167150131989706	0.04163438117386228	0.14163718512326104	1.3420503906203062e-05	0.07679993844287754	0.4025983073737038	0.0022771441240773066	7.282916702655141e-05	0.020826255976471534	0.00019436910581746106	1853.7595211039338	113492.49589723958	22698.499179447917	60409.49647443167	-4.728172748651246
0.816078130553772	0.04223366854694101	0.1416745827033793	1.361819590779334e-05	0.0771004545321793	0.40237007741231123	0.002289246149584886	7.270986629933816e-05	0.020910811614659044	0.0001956929661195896	1853.7596540572627	113803.45278644472	22760.690557288945	60593.30792707019	-4.718801845394577
0.8154493404881905	0.04282442597291439	0.1417124203686217	1.3813170273448807e-05	0.07739652972197858	0.4021454275770485	0.0023008827873817945	7.2592381706603e-05	0.020995723526008144	0.0001970258883960497	1853.7597879205878	114115.21726105006	22823.04345221001	60777.37322646812	-4.709594710750067
0.8148285634394722	0.04340679430787148	0.14175063678406863	1.4005468587755395e-05	0.07768823410752813	0.40192428928652907	0.0023120781516148756	7.247668037314513e-05	0.02108099306047786	0.00019836793488413925	1853.7599227001583	114427.79232956911	22885.558465913822	60961.69714718602	-4.700547841572086
0.8142157189759548	0.043980911151354565	0.14178917474109387	1.4195131596661379e-05	0.07797563665144502	0.40170659578983364	0.00232285495492827	7.236273022621312e-05	0.02116662157557722	0.00019971916822489032	1853.760058402263	114741.1809813507	22948.23619627014	61146.284366164815	-4.691657829289633
0.8136107259268668	0.04454691097240239	0.1418279809014975	1.4382199233290023e-05	0.07825880520173932	0.40149228209239024	0.0023332345945855054	7.225049996750676e-05	0.021252610436335435	0.0002010796514668955	1853.7601950332328	115055.38618773567	23011.077237547135	61331.13946749912	-4.682921356621269
0.8130135025146425	0.04510492521660533	0.14186700555810816	1.4566710643819789e-05	0.0785378065038506	0.401281284890512	0.0023432372324690897	7.21399590459674e-05	0.021338961015274497	0.00020244944807037602	1853.7603325994382	115370.41090330911	23074.082180661822	61516.26694648544	-4.674335194608414
0.8124239664684891	0.04565508241753619	0.14190620240976357	1.4748704211157137e-05	0.07881270621745735	0.40107354250563015	0.0023528818704944628	7.203107763232295e-05	0.021425674692384503	0.00020382862191098736	1853.7604711072931	115686.2580669594	23137.25161339188	61701.67121378807	-4.66589619962897
0.8118420351363341	0.0461975082955456	0.14194552835054147	1.4928217578662808e-05	0.07908356892992705	0.4008689948245735	0.002362186420891185	7.192382659427919e-05	0.02151275285510123	0.0002052172372837526	1853.7606105632515	116002.93060296903	23200.586120593805	61887.356599115206	-4.657601310633828
0.8112676255847396	0.04673232585577524	0.14198494327181344	1.510528767159387e-05	0.07935045817178572	0.4006675832413245	0.002371167772254843	7.181817747350345e-05	0.02160019689828601	0.00020661535890683605	1853.7607509738125	116320.43142197521	23264.08628439504	62073.32735483576	-4.649447546435295
0.8107006546915333	0.04725965548123218	0.1420244098765158	1.5279950718684768e-05	0.07961343643211126	0.40046925060174804	0.0023798418514320713	7.171410246305442e-05	0.021688008224207744	0.00020802305192536141	1853.7608923455157	116638.76342191511	23327.75268438302	62259.58765939071	-4.641432003105778
0.8101410392390325	0.04777961501349045	0.1420638935052042	1.5452242272766353e-05	0.0798725651702562	0.40027394115401255	0.002388223681128587	7.161157438593298e-05	0.021776188242526907	0.00020944038191519129	1853.7610346849451	116957.9294889168	23391.58589778336	62446.141620230825	-4.633551851589294
0.8095886959868689	0.04829231984375718	0.14210336197214515	1.5622197228933703e-05	0.08012790483433291	0.40008160049608166	0.002396327434625077	7.151056667531049e-05	0.021864738370281477	0.00021086741488654341	1853.7611779987276	117277.93249806447	23455.586499612895	62632.99327710979	-4.625804335205211
